timestamp,target_yaw_angle,current_yaw_angle,frequency
1747156865574336,61776,61640,0.242699
1747156865674336,62336,62170,0.243024
1747156865774336,62807,62740,0.243349
1747156865872336,62974,62962,0.243668
1747156865974336,62946,63013,0.244
1747156866074336,62620,62752,0.244326
1747156866172336,62212,62307,0.244647
1747156866274336,61462,61662,0.24498
1747156866374336,60646,60891,0.245308
1747156866474336,59686,59917,0.245636
1747156866572336,59000,59058,0.245958
1747156866674336,58154,58321,0.24629
1747156866774336,57497,57648,0.246619
1747156866872336,57179,57232,0.246943
1747156866972336,57004,57008,0.247273
1747156867074336,57068,57008,0.24761
1747156867174336,57474,57371,0.247941
1747156867272336,58059,57942,0.248266
1747156867374336,58816,58644,0.248604
1747156867474336,59769,59567,0.248937
1747156867574336,60574,60350,0.24927
1747156867674336,61497,61287,0.249604
1747156867774336,62072,61980,0.249937
1747156867874336,62705,62590,0.250271
1747156867974336,62968,62896,0.250605
1747156868072336,62975,63011,0.250937
1747156868172336,62726,62804,0.251272
1747156868272336,62288,62411,0.251605
1747156868373336,61602,61739,0.25195
1747156868472336,60855,60916,0.252282
1747156868573336,59860,60017,0.252619
1747156868672336,58964,59102,0.252953
1747156868772336,58163,58279,0.253292
1747156868872336,57531,57652,0.25363
1747156868972336,57159,57233,0.253969
1747156869072336,57000,57014,0.254309
1747156869172336,57077,57014,0.254649
1747156869272336,57523,57442,0.25499
1747156869372336,58085,58035,0.25533
1747156869472336,58970,58826,0.255672
1747156869572336,59884,59740,0.256014
1747156869672336,60719,60549,0.256356
1747156869772336,61580,61455,0.256699
1747156869872336,62227,62092,0.257043
1747156869972336,62776,62727,0.257386
1747156870072336,62983,62966,0.25773
1747156870172336,62913,63001,0.258074
1747156870272336,62546,62670,0.258419
1747156870372336,61925,62050,0.258765
1747156870472336,61112,61222,0.259111
1747156870572336,60280,60396,0.259457
1747156870672336,59238,59388,0.259804
1747156870772336,58366,58503,0.260152
1747156870872336,57658,57747,0.260499
1747156870972336,57186,57242,0.260848
1747156871072336,57001,57016,0.261197
1747156871172336,57123,57010,0.261546
1747156871272336,57487,57436,0.261896
1747156871372336,58213,58080,0.262247
1747156871472336,59073,58904,0.262597
1747156871572336,60030,59897,0.262947
1747156871672336,60986,60841,0.2633
1747156871772336,61762,61643,0.263651
1747156871872336,62503,62434,0.264004
1747156871972336,62875,62826,0.264357
1747156872072336,62992,62991,0.26471
1747156872172336,62764,62889,0.265064
1747156872272336,62239,62343,0.265418
1747156872372336,61473,61633,0.265773
1747156872472336,60643,60847,0.266129
1747156872572336,59558,59735,0.266484
1747156872672336,58705,58719,0.266841
1747156872772336,57823,57903,0.267197
1747156872872336,57268,57345,0.267555
1747156872972336,57012,57044,0.267913
1747156873072336,57087,56998,0.268271
1747156873172336,57431,57360,0.26863
1747156873272336,58163,58039,0.268989
1747156873372336,59049,58881,0.269348
1747156873472336,60043,59896,0.269708
1747156873572336,61034,60890,0.270069
1747156873672336,61910,61737,0.270431
1747156873772336,62570,62490,0.270792
1747156873872336,62916,62839,0.271154
1747156873972336,62971,63006,0.271516
1747156874072336,62661,62755,0.271879
1747156874172336,62043,62159,0.272243
1747156874272336,61188,61320,0.272607
1747156874372336,60294,60412,0.272972
1747156874472336,59171,59325,0.273337
1747156874572336,58331,58408,0.273702
1747156874672336,57526,57649,0.274068
1747156874772336,57097,57144,0.274434
1747156874872336,57012,57009,0.274802
1747156874972336,57283,57151,0.275169
1747156875072336,57806,57698,0.275536
1747156875172336,58732,58590,0.275906
1747156875272336,59739,59590,0.276274
1747156875372336,60780,60606,0.276643
1747156875472336,61727,61607,0.277013
1747156875572336,62466,62364,0.277383
1747156875672336,62904,62829,0.277754
1747156875772336,62993,62993,0.278126
1747156875872336,62697,62810,0.278498
1747156875972336,62074,62210,0.278876
1747156876072336,61192,61325,0.279244
1747156876172336,60159,60270,0.279616
1747156876272336,59104,59347,0.27999
1747156876372336,58159,58309,0.280365
1747156876472336,57494,57650,0.280739
1747156876572336,57056,57109,0.281115
1747156876672336,57040,57015,0.281491
1747156876772336,57404,57289,0.281868
1747156876872336,58101,57959,0.282244
1747156876972336,58943,58788,0.282621
1747156877072336,60114,59943,0.282999
1747156877172336,61069,60989,0.283377
1747156877272336,62076,61940,0.283756
1747156877372336,62711,62607,0.284136
1747156877472336,62991,62949,0.284516
1747156877572336,62875,62983,0.284896
1747156877672336,62444,62578,0.285277
1747156877772336,61564,61718,0.285658
1747156877872336,60647,60746,0.28604
1747156877972336,59439,59590,0.286423
1747156878072336,58413,58529,0.286806
1747156878172336,57599,57713,0.287189
1747156878272336,57110,57164,0.287574
1747156878372336,57005,57010,0.287958
1747156878472336,57326,57195,0.288343
1747156878572336,58007,57870,0.288728
1747156878672336,58963,58818,0.289114
1747156878772336,60065,59878,0.289501
1747156878872336,61160,60896,0.289888
1747156878972336,62094,61967,0.290276
1747156879072336,62689,62577,0.290664
1747156879172336,62997,62960,0.291052
1747156879272336,62833,62972,0.291441
1747156879372336,62267,62379,0.291831
1747156879472336,61378,61555,0.292222
1747156879572336,60403,60611,0.292612
1747156879672336,59157,59311,0.293003
1747156879772336,58236,58363,0.293395
1747156879872336,57398,57525,0.293788
1747156879972336,57028,57073,0.29418
1747156880072336,57090,57010,0.294574
1747156880172336,57578,57489,0.294967
1747156880272336,58325,58172,0.295362
1747156880372336,59501,59391,0.295757
1747156880472336,60542,60436,0.296153
1747156880572336,61715,61564,0.296548
1747156880672336,62520,62446,0.296945
1747156880772336,62949,62860,0.297342
1747156880872336,62936,62978,0.297739
1747156880972336,62479,62647,0.298137
1747156881072336,61646,61778,0.298536
1747156881172336,60676,60876,0.298935
1747156881272336,59388,59553,0.299335
1747156881372336,58307,58457,0.299735
1747156881472336,57484,57619,0.300136
1747156881572336,57048,57103,0.300537
1747156881672336,57069,57015,0.300939
1747156881772336,57547,57446,0.301341
1747156881872336,58309,58133,0.301741
1747156881972336,59522,59401,0.302145
1747156882072336,60713,60498,0.302548
1747156882172336,61792,61655,0.302952
1747156882272336,62590,62499,0.303357
1747156882372336,62975,62893,0.303763
1747156882472336,62886,62977,0.304169
1747156882572336,62406,62553,0.304576
1747156882672336,61402,61590,0.304983
1747156882772336,60238,60392,0.305391
1747156882872336,59041,59228,0.3058
1747156882972336,57994,58147,0.306209
1747156883072336,57274,57396,0.306617
1747156883172336,57000,57014,0.307027
1747156883272336,57177,57033,0.307438
1747156883372336,57903,57790,0.307849
1747156883472336,59051,58853,0.308265
1747156883572336,60269,60103,0.308677
1747156883672336,61552,61338,0.309089
1747156883773336,62453,62337,0.309507
1747156883872336,62940,62842,0.309916
1747156883972336,62954,63009,0.310327
1747156884072336,62344,62492,0.310742
1747156884172336,61385,61586,0.311157
1747156884272336,60309,60488,0.311574
1747156884372336,58953,59162,0.31199
1747156884472336,57991,58166,0.312407
1747156884572336,57208,57298,0.312825
1747156884672336,57002,57013,0.313243
1747156884772336,57267,57095,0.313662
1747156884872336,58015,57873,0.314082
1747156884972336,58994,58819,0.314501
1747156885072336,60373,60214,0.314922
1747156885172336,61567,61331,0.315342
1747156885272336,62484,62385,0.315764
1747156885372336,62933,62842,0.316186
1747156885472336,62930,62992,0.316609
1747156885572336,62397,62557,0.317032
1747156885672336,61315,61522,0.317456
1747156885772336,59942,60133,0.317882
1747156885872336,58812,59071,0.318306
1747156885972336,57684,57794,0.318732
1747156886072336,57133,57166,0.319158
1747156886172336,57026,56999,0.319584
1747156886272336,57471,57360,0.320012
1747156886372336,58279,58104,0.320439
1747156886472336,59477,59320,0.320868
1747156886572336,60776,60382,0.321298
1747156886672336,61931,61780,0.321726
1747156886772336,62723,62596,0.322157
1747156886872336,62999,62982,0.322587
1747156886972336,62705,62854,0.323019
1747156887072336,61994,62196,0.323451
1747156887172336,60844,61015,0.323883
1747156887272336,59661,59937,0.324317
1747156887372336,58195,58397,0.32475
1747156887472336,57281,57409,0.325184
1747156887572336,57000,57003,0.325619
1747156887672336,57305,57166,0.326054
1747156887772336,58037,57858,0.32649
1747156887872336,59213,58973,0.326927
1747156887972336,60280,60278,0.327364
1747156888072336,61775,61582,0.327802
1747156888172336,62651,62581,0.32824
1747156888272336,62999,62956,0.328679
1747156888372336,62685,62865,0.329118
1747156888472336,61934,62124,0.329558
1747156888572336,60732,60913,0.329999
1747156888672336,59513,59813,0.33044
1747156888772336,58259,58417,0.330883
1747156888872336,57360,57470,0.331325
1747156888972336,57002,57029,0.331767
1747156889072336,57261,57093,0.332211
1747156889172336,58088,57955,0.332655
1747156889272336,59314,59096,0.3331
1747156889372336,60551,60337,0.333545
1747156889472336,61916,61754,0.333991
1747156889572336,62686,62612,0.334439
1747156889672336,62996,62963,0.334885
1747156889772336,62613,62772,0.335333
1747156889872336,61672,61871,0.335782
1747156889972336,60374,60598,0.33623
1747156890072336,59125,59360,0.33668
1747156890172336,57825,57984,0.33713
1747156890272336,57125,57192,0.337581
1747156890372336,57048,57012,0.338032
1747156890472336,57612,57499,0.338484
1747156890572336,58699,58440,0.338937
1747156890672336,60074,59843,0.339389
1747156890772336,61308,61126,0.339844
1747156890872336,62480,62338,0.340298
1747156890972336,62977,62884,0.340753
1747156891072336,62813,62961,0.341208
1747156891172336,62019,62196,0.341665
1747156891272336,60771,61067,0.342121
1747156891372336,59346,59568,0.342579
1747156891472336,58180,58325,0.343037
1747156891572336,57225,57358,0.343496
1747156891672336,57012,57010,0.343956
1747156891772336,57483,57337,0.344415
1747156891872336,58532,58360,0.344875
1747156891972336,59775,59563,0.345336
1747156892072336,61330,61142,0.345798
1747156892172336,62345,62265,0.34626
1747156892272336,62972,62875,0.346723
1747156892372336,62815,62954,0.347187
1747156892472336,61998,62208,0.347651
1747156892572336,60707,60897,0.348116
1747156892672336,59391,59648,0.348582
1747156892772336,57964,58172,0.349048
1747156892872336,57163,57247,0.349515
1747156892972336,57039,57015,0.349982
1747156893072336,57626,57503,0.35045
1747156893172336,58787,58517,0.350918
1747156893272336,60243,60031,0.351388
1747156893372336,61515,61299,0.351858
1747156893472336,62644,62512,0.352328
1747156893572336,62999,62970,0.352799
1747156893672336,62619,62791,0.35327
1747156893772336,61591,61764,0.353743
1747156893872336,60168,60539,0.354216
1747156893972336,58701,58937,0.354689
1747156894072336,57645,57747,0.355164
1747156894172336,57018,57083,0.355639
1747156894272336,57230,57061,0.356114
1747156894372336,58142,57998,0.35659
1747156894472336,59525,59327,0.357067
1747156894572336,60886,60609,0.357544
1747156894672336,62277,62097,0.358022
1747156894772336,62908,62847,0.358501
1747156894872336,62851,62976,0.358983
1747156894972336,62025,62207,0.35946
1747156895072336,60672,60876,0.359941
1747156895172336,59143,59343,0.360422
1747156895272336,57945,58166,0.360904
1747156895372336,57090,57157,0.361387
1747156895472336,57110,57010,0.36187
1747156895572336,58006,57853,0.362355
1747156895672336,59387,59149,0.362838
1747156895772336,60782,60535,0.363323
1747156895872336,62124,61962,0.363809
1747156895972336,62854,62774,0.364296
1747156896072336,62895,62966,0.364782
1747156896172336,62110,62293,0.365271
1747156896272336,60752,60941,0.365759
1747156896372336,59186,59405,0.366249
1747156896472336,57953,58180,0.366737
1747156896572336,57084,57152,0.367228
1747156896672336,57086,57015,0.367719
1747156896772336,57964,57829,0.36821
1747156896872336,59366,59123,0.368703
1747156896972336,60946,60639,0.369196
1747156897072336,62265,62086,0.369691
1747156897172336,62919,62815,0.37018
1747156897272336,62748,62912,0.370674
1747156897372336,61744,61935,0.37117
1747156897472336,60243,60462,0.371666
1747156897572336,58670,58927,0.372163
1747156897672336,57566,57698,0.372661
1747156897772336,57010,57061,0.373159
1747156897872336,57244,57065,0.373659
1747156897972336,58393,58166,0.374158
1747156898072336,59939,59715,0.374658
1747156898172336,61506,61309,0.375158
1747156898272336,62636,62518,0.37566
1747156898372336,62999,62952,0.376162
1747156898472336,62475,62652,0.376665
1747156898572336,61371,61475,0.37717
1747156898672336,59604,59894,0.377674
1747156898772336,57977,58209,0.378179
1747156898872336,57114,57207,0.378689
1747156898972336,57165,57027,0.379195
1747156899072336,57983,57883,0.379702
1747156899172336,59794,59556,0.38021
1747156899272336,61411,61171,0.380718
1747156899372336,62513,62338,0.381223
1747156899472336,62997,62947,0.381732
1747156899572336,62475,62675,0.382242
1747156899672336,61190,61453,0.382755
1747156899772336,59535,59924,0.383265
1747156899872336,58021,58264,0.383778
1747156899972336,57120,57215,0.384291
1747156900072336,57118,57018,0.384805
1747156900172336,58022,57859,0.385319
1747156900272336,59378,59033,0.385834
1747156900372336,61219,60926,0.386351
1747156900472336,62409,62321,0.386866
1747156900572336,62993,62882,0.387384
1747156900672336,62534,62724,0.387902
1747156900772336,61410,61627,0.388421
1747156900872336,59569,59887,0.388945
1747156900972336,58153,58400,0.38946
1747156901072336,57110,57210,0.389981
1747156901172336,57139,57018,0.390502
1747156901272336,58103,57915,0.391024
1747156901372336,59690,59457,0.391547
1747156901472336,61224,60954,0.39207
1747156901572336,62620,62475,0.392596
1747156901672336,62999,62945,0.39312
1747156901772336,62367,62586,0.393645
1747156901872336,61117,61227,0.394172
1747156901972336,59386,59717,0.394699
1747156902072336,57738,57947,0.395226
1747156902172336,57051,57096,0.395755
1747156902272336,57316,57120,0.396284
1747156902372336,58375,58086,0.396814
1747156902472336,60235,59940,0.397345
1747156902572336,61869,61642,0.397875
1747156902672336,62806,62667,0.398408
1747156902772336,62870,62944,0.39894
1747156902872336,62010,62237,0.399474
1747156902972336,60237,60525,0.400008
1747156903072336,58666,59004,0.400543
1747156903172336,57296,57492,0.401079
1747156903272336,57035,57020,0.401614
1747156903372336,57699,57530,0.402151
1747156903472336,59377,59079,0.402689
1747156903572336,60990,60633,0.403227
1747156903672336,62530,62328,0.403767
1747156903772336,62990,62932,0.404306
1747156903872336,62386,62606,0.404848
1747156903972336,60913,61191,0.405389
1747156904072336,59284,59573,0.40593
1747156904172336,57622,57802,0.406473
1747156904272336,57016,57089,0.407017
1747156904372336,57478,57288,0.407561
1747156904472336,58548,58513,0.408106
1747156904572336,60700,60425,0.408651
1747156904672336,62262,62048,0.409199
1747156904772336,62962,62863,0.409745
1747156904872336,62597,62804,0.410293
1747156904972336,61403,61677,0.410842
1747156905072336,59406,59755,0.41139
1747156905172336,57799,58114,0.411941
1747156905272336,57022,57084,0.412491
1747156905372336,57374,57174,0.413044
1747156905472336,58560,58299,0.413596
1747156905572336,60570,60288,0.414148
1747156905672336,62064,61796,0.414702
1747156905772336,62979,62872,0.415256
1747156905872336,62776,62876,0.415812
1747156905972336,61227,61516,0.416367
1747156906072336,59364,59704,0.416924
1747156906172336,57876,58112,0.417484
1747156906272336,57010,57069,0.41804
1747156906372336,57355,57159,0.418599
1747156906472336,58900,58651,0.419158
1747156906572336,60788,60403,0.419719
1747156906672336,62365,62137,0.42028
1747156906772336,62999,62903,0.420842
1747156906872336,62539,62752,0.421406
1747156906972336,60882,61183,0.421969
1747156907072336,59160,59518,0.422532
1747156907172336,57480,57660,0.423097
1747156907272336,57008,57029,0.423663
1747156907372336,57758,57575,0.424229
1747156907472336,59427,59110,0.424797
1747156907572336,61157,60845,0.425365
1747156907672336,62695,62532,0.425934
1747156907772336,62972,62956,0.426503
1747156907872336,61961,62219,0.427073
1747156907972336,60162,60571,0.427644
1747156908072336,58293,58540,0.428216
1747156908172336,57138,57286,0.428788
1747156908272336,57126,57024,0.429362
1747156908372336,58431,58145,0.429938
1747156908472336,60144,59754,0.430511
1747156908572336,62110,61866,0.431087
1747156908672336,62945,62866,0.431663
1747156908772336,62750,62930,0.43224
1747156908872336,61232,61526,0.432818
1747156908972336,59266,59594,0.433397
1747156909072336,57498,57684,0.433976
1747156909172336,57000,57048,0.434557
1747156909272336,57832,57643,0.435137
1747156909372336,59606,59199,0.435719
1747156909472336,61556,61272,0.436302
1747156909572336,62821,62657,0.436885
1747156909672336,62895,62947,0.437469
1747156909772336,61586,61869,0.438054
1747156909872336,59828,60206,0.438641
1747156909972336,57828,58102,0.439226
1747156910072336,57031,57062,0.439814
1747156910172336,57327,57120,0.440402
1747156910272336,58797,58524,0.44099
1747156910372336,60617,60296,0.44158
1747156910472336,62344,62115,0.442171
1747156910572336,62995,62881,0.442762
1747156910672336,62276,62521,0.443354
1747156910772336,60502,60646,0.443947
1747156910872336,58492,58765,0.44454
1747156910972336,57115,57261,0.445134
1747156911072336,57180,57035,0.44573
1747156911172336,58686,58389,0.446326
1747156911272336,60320,60255,0.446922
1747156911372336,62308,62075,0.44752
1747156911472336,62994,62908,0.44812
1747156911572336,62266,62522,0.448717
1747156911672336,60453,60774,0.449318
1747156911772336,58419,58661,0.449918
1747156911872336,57141,57307,0.45052
1747156911972336,57162,57080,0.451122
1747156912072336,58670,58376,0.451725
1747156912172336,60541,60326,0.45233
1747156912272336,62583,62339,0.452934
1747156912372336,62904,62923,0.45354
1747156912472336,61871,62141,0.454141
1747156912572336,59869,60166,0.454748
1747156912672336,57928,58381,0.455356
1747156912772336,57038,57117,0.455965
1747156912872336,57351,57239,0.456574
1747156912972336,59149,58865,0.457187
1747156913072336,61461,61118,0.457796
1747156913172336,62752,62568,0.458408
1747156913272336,62849,62932,0.459021
1747156913372336,61689,61968,0.459635
1747156913472336,59392,59773,0.460249
1747156913572336,57586,57794,0.460865
1747156913672336,57013,57028,0.461482
1747156913772336,58142,57925,0.462098
1747156913872336,60201,59800,0.462716
1747156913972336,62305,62055,0.463334
1747156914072336,62979,62934,0.46396
1747156914172336,61964,62247,0.46458
1747156914272336,59918,60245,0.465201
1747156914372336,58079,58353,0.465823
1747156914472336,57005,57073,0.466441
1747156914572336,57544,57295,0.467063
1747156914672336,59587,59219,0.467689
1747156914772336,61717,61305,0.468313
1747156914872336,62932,62782,0.468939
1747156914972336,62575,62815,0.469566
1747156915072336,61044,61354,0.470194
1747156915172336,58633,59002,0.470824
1747156915272336,57259,57534,0.471459
1747156915372336,57251,57064,0.472083
1747156915472336,58624,58489,0.472714
1747156915572336,60834,60486,0.473346
1747156915672336,62698,62498,0.473979
1747156915772336,62919,62942,0.474612
1747156915872336,61434,61755,0.475247
1747156915972336,59366,59891,0.475883
1747156916072336,57425,57642,0.476519
1747156916172336,57077,57028,0.477156
1747156916272336,58183,57954,0.477794
1747156916372336,60585,60223,0.478433
1747156916472336,62333,62043,0.479073
1747156916572336,62956,62932,0.479713
1747156916672336,62111,62200,0.480356
1747156916772336,59550,59928,0.480997
1747156916872336,57599,57852,0.48164
1747156916972336,57005,57022,0.482284
1747156917072336,58172,57945,0.482929
1747156917172336,60145,59702,0.483574
1747156917272336,62368,62107,0.484221
1747156917372336,62977,62929,0.484869
1747156917472336,61840,62164,0.485517
1747156917572336,59620,59972,0.486167
1747156917672336,57772,58043,0.486817
1747156917772336,57027,57033,0.487467
1747156917872336,58015,57737,0.488119
1747156917972336,60447,60080,0.488771
1747156918072336,62284,62156,0.489425
1747156918172336,62987,62912,0.490079
1747156918272336,61699,62022,0.490736
1747156918372336,59649,59982,0.491391
1747156918472336,57479,57706,0.492047
1747156918572336,57033,57027,0.492705
1747156918672336,58462,58152,0.493364
1747156918772336,60791,60433,0.494024
1747156918872336,62513,62274,0.494685
1747156918972336,62855,62913,0.495347
1747156919072336,61518,61875,0.496008
1747156919172336,58938,59323,0.496671
1747156919272336,57456,57559,0.497335
1747156919372336,57257,57066,0.498
1747156919472336,59007,58680,0.498666
1747156919572336,61163,60799,0.499333
1747156919672336,62889,62705,0.500001
1747156919772336,62679,62886,0.50067
1747156919872336,60597,60976,0.501338
1747156919972336,58250,58692,0.502009
1747156920072336,57022,57120,0.50268
1747156920172336,57711,57464,0.503352
1747156920272336,59632,59283,0.504025
1747156920372336,62129,61823,0.504699
1747156920472336,62998,62863,0.505375
1747156920572336,61906,62212,0.50605
1747156920672336,59813,59952,0.506726
1747156920772336,57654,57947,0.507404
1747156920872336,57091,57040,0.508082
1747156920972336,58384,58113,0.508762
1747156921072336,61044,60654,0.509442
1747156921172336,62690,62431,0.510123
1747156921272336,62674,62871,0.510806
1747156921372336,60760,61144,0.511488
1747156921472336,58547,58920,0.512172
1747156921572336,57026,57134,0.512856
1747156921672336,57738,57478,0.513542
1747156921772336,59991,59625,0.514229
1747156921872336,61884,61807,0.514917
1747156921972336,62973,62908,0.515606
1747156922072336,61648,61998,0.516296
1747156922172336,59432,59828,0.516985
1747156922272336,57280,57517,0.517676
1747156922372336,57170,57038,0.518368
1747156922472336,59159,58805,0.519062
1747156922572336,61643,61150,0.519755
1747156922672336,62976,62843,0.52045
1747156922772336,62212,62506,0.521148
1747156922872336,60143,60521,0.521844
1747156922972336,57633,57941,0.52254
1747156923072336,57022,57048,0.523239
1747156923172336,58595,58251,0.523939
1747156923272336,60887,60695,0.524639
1747156923372336,62769,62548,0.525341
1747156923472336,62522,62766,0.526045
1747156923572336,60616,60987,0.526747
1747156923672336,57928,58256,0.527451
1747156923772336,57000,57077,0.528156
1747156923872336,58276,58007,0.528862
1747156923972336,60554,60403,0.529569
1747156924072336,62636,62381,0.530277
1747156924172336,62659,62865,0.530986
1747156924272336,60850,61251,0.531696
1747156924372336,58079,58419,0.532407
1747156924472336,57007,57123,0.533119
1747156924572336,58169,57909,0.533832
1747156924672336,60452,60298,0.534546
1747156924772336,62603,62333,0.53526
1747156924872336,62673,62872,0.535976
1747156924972336,60850,61234,0.536694
1747156925072336,58050,58392,0.537411
1747156925172336,57003,57100,0.53813
1747156925272336,58255,57986,0.538849
1747156925372336,60853,60449,0.539569
1747156925472336,62684,62459,0.54029
1747156925572336,62571,62805,0.541013
1747156925672336,60614,61069,0.541736
1747156925772336,57844,58186,0.54246
1747156925872336,57001,57050,0.543186
1747156925972336,58553,58213,0.543912
1747156926072336,61216,60771,0.544639
1747156926172336,62845,62647,0.545369
1747156926272336,62306,62597,0.546097
1747156926372336,60129,60611,0.546827
1747156926472336,57513,57802,0.547559
1747156926572336,57168,57028,0.548291
1747156926672336,59103,58717,0.549023
1747156926772336,61767,61374,0.549758
1747156926872336,62985,62856,0.550492
1747156926972336,61792,62138,0.551228
1747156927072336,59121,59566,0.551965
1747156927172336,57165,57403,0.552704
1747156927272336,57260,57186,0.553443
1747156927372336,59942,59516,0.554182
1747156927472336,62396,62098,0.554923
1747156927572336,62936,62922,0.555665
1747156927672336,60945,61364,0.556408
1747156927772336,58473,58947,0.557146
1747156927872336,57000,57058,0.557891
1747156927972336,58289,57891,0.558636
1747156928072336,61026,60593,0.559385
1747156928172336,62895,62688,0.560131
1747156928272336,62478,62770,0.56088
1747156928372336,59748,60172,0.561631
1747156928472336,57403,57664,0.562381
1747156928572336,57285,57076,0.563135
1747156928672336,59507,58934,0.563886
1747156928772336,62158,61806,0.564642
1747156928872336,62939,62906,0.565395
1747156928972336,61426,61814,0.56615
1747156929072336,58369,58822,0.566907
1747156929172336,57021,57174,0.567665
1747156929272336,58268,57960,0.568426
1747156929372336,61065,60473,0.569186
1747156929472336,62922,62707,0.569945
1747156929572336,62186,62544,0.570711
1747156929672336,59793,60244,0.57147
1747156929772336,57257,57549,0.572234
1747156929872336,57473,57195,0.573
1747156929972336,59963,59492,0.573766
1747156930072336,62489,62070,0.574533
1747156930172336,62762,62888,0.575301
1747156930272336,60523,61000,0.576073
1747156930372336,58018,58376,0.576842
1747156930472336,57091,57065,0.577611
1747156930572336,58769,58234,0.578384
1747156930672336,61884,61438,0.579157
1747156930772336,62999,62891,0.579932
1747156930872336,61577,61995,0.580707
1747156930972336,58420,58913,0.581483
1747156931072336,57017,57162,0.582262
1747156931172336,58387,58051,0.583039
1747156931272336,61012,60458,0.583819
1747156931372336,62981,62797,0.584599
1747156931472336,61850,62234,0.585381
1747156931572336,59252,59732,0.586164
1747156931672336,57058,57286,0.586948
1747156931772336,57750,57426,0.587734
1747156931872336,60824,60357,0.588519
